image_path,class_name,confidence,x_center,y_center,width,height
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_169.jpg,dog,0.49067664,266.33948,190.14021,372.00217,270.66086
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_17.jpg,dog,0.8812792,157.86476,273.85724,212.30844,335.96262
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_170.jpg,dog,0.83115697,257.0763,190.8994,279.1183,368.2012
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_172.jpg,dog,0.8182661,207.03543,164.53976,304.49176,290.36365
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_173.jpg,dog,0.8077531,336.54755,195.38177,302.31946,345.80646
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_174.jpg,dog,0.8749537,358.48642,194.57133,267.09546,337.62527
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_175.jpg,dog,0.81095594,315.45657,176.03781,355.0396,284.00763
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_176.jpg,dog,0.8186872,290.13733,189.86597,357.40417,269.2572
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_177.jpg,dog,0.56831735,170.5837,253.26683,316.08475,490.55734
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_178.jpg,dog,0.6813821,257.18677,178.50504,422.84296,348.1399
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_179.jpg,dog,0.6257633,263.1212,197.07686,253.29327,220.32718
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_18.jpg,dog,0.7794085,175.61588,188.79688,305.58112,354.41766
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_180.jpg,dog,0.6964179,255.46689,241.32121,334.28052,397.24814
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_181.jpg,dog,0.6953823,235.42883,167.0292,463.92285,308.66016
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_182.jpg,dog,0.27940932,299.87567,187.8133,372.51373,357.3858
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_183.jpg,dog,0.5901641,226.82974,264.8291,409.16058,447.0121
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_185.jpg,dog,0.6433339,234.21797,219.00746,457.73038,299.36356
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_186.jpg,dog,0.5342125,240.08171,247.61653,368.1216,440.10355
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_188.jpg,dog,0.5441693,252.79968,182.78401,483.3946,318.20145
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_189.jpg,dog,0.8412632,250.987,214.05391,225.07849,313.2059
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_19.jpg,dog,0.7730031,242.62923,190.09767,462.02603,361.5903
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_191.jpg,dog,0.4025921,246.01813,272.1232,474.05518,445.23456
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_192.jpg,dog,0.4567,181.75264,170.12431,363.50528,317.56674
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_193.jpg,dog,0.83655584,160.11642,225.61742,304.34668,214.76517
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_194.jpg,dog,0.29144192,200.00623,260.50214,213.0871,416.65515
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_195.jpg,dog,0.3207289,304.03662,200.19069,356.03027,255.9531
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_196.jpg,dog,0.696153,247.33734,160.26222,478.55957,308.32584
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_197.jpg,dog,0.30992275,322.13998,173.47798,325.80994,294.71744
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_199.jpg,dog,0.77162075,207.27567,167.00858,154.45119,324.6375
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_2.jpg,dog,0.8385584,209.9085,165.15878,325.25064,300.47632
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_20.jpg,dog,0.76326674,191.51814,173.41539,287.45877,159.18277
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_200.jpg,dog,0.40296742,259.63318,185.30269,211.58266,218.8104
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_21.jpg,dog,0.8959882,242.67677,185.96843,233.22946,277.34122
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_22.jpg,dog,0.9222893,268.17618,163.28319,170.19597,220.19125
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_23.jpg,dog,0.77764565,237.42001,258.03833,237.25966,343.95724
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_26.jpg,dog,0.8906239,153.58391,255.70338,176.1763,234.10526
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_27.jpg,dog,0.68406814,254.13869,231.60759,294.31302,276.97238
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_3.jpg,dog,0.82277274,165.87851,292.68854,326.62933,397.98132
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_30.jpg,dog,0.87554127,260.2469,155.97488,173.47818,137.25017
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_32.jpg,dog,0.808478,163.79819,234.4759,324.7536,442.63974
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_33.jpg,dog,0.8449718,276.56213,205.81885,432.21585,329.95892
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_34.jpg,dog,0.8611244,227.51642,279.9234,341.28845,431.02808
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_36.jpg,dog,0.78537047,327.93518,190.03712,335.76346,343.4467
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_37.jpg,dog,0.51253414,270.02588,204.59633,421.33942,324.6356
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_38.jpg,dog,0.8721571,316.26764,173.39919,346.9627,312.0399
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_39.jpg,dog,0.42438337,308.98148,193.7748,328.41998,340.24478
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_40.jpg,dog,0.5556952,190.38313,186.49904,379.53763,269.84457
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_42.jpg,dog,0.6257208,259.22037,187.44107,221.67157,259.0819
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_43.jpg,dog,0.48406982,168.66339,286.99487,328.6676,386.15073
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_44.jpg,dog,0.41108733,219.10309,226.84712,259.57306,418.202
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_45.jpg,dog,0.39091653,144.6812,281.3879,196.12317,227.57701
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_46.jpg,dog,0.7176934,273.62057,184.87045,303.84222,183.29683
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_48.jpg,dog,0.6771025,205.88422,290.16528,169.01323,305.6966
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_49.jpg,dog,0.9101417,310.2023,171.66995,222.26544,288.6891
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_5.jpg,dog,0.26487648,181.66739,197.90222,210.18402,266.3142
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_50.jpg,dog,0.7975441,205.96262,219.1897,280.10065,201.5848
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_51.jpg,dog,0.93601996,228.33194,178.98096,201.92883,287.8852
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_52.jpg,dog,0.8047707,159.72223,236.39062,266.1615,361.46375
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_53.jpg,dog,0.33630958,334.8803,181.0496,319.54108,303.9008
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_54.jpg,dog,0.52503055,226.46964,172.84586,317.63446,315.39832
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_57.jpg,dog,0.8478437,177.08731,289.44763,164.91533,229.22409
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_58.jpg,dog,0.6035409,172.91885,251.20424,294.85168,483.85135
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_60.jpg,dog,0.5405465,249.02881,197.64972,478.02612,336.59467
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_61.jpg,dog,0.4108337,121.72215,282.4641,223.11816,340.8504
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_62.jpg,dog,0.88791984,245.9491,204.58217,145.80211,245.10043
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_63.jpg,dog,0.714359,246.1039,184.59663,472.89175,356.7302
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_64.jpg,dog,0.4206002,247.39928,184.62968,384.37247,369.25937
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_66.jpg,dog,0.9086475,228.85149,147.28867,206.53824,203.95712
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_67.jpg,dog,0.5810539,295.39172,232.84848,393.2568,267.71204
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_71.jpg,dog,0.8179021,293.99744,228.46486,370.8856,274.89584
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_72.jpg,dog,0.7730353,276.0408,214.12708,266.02478,315.2022
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_73.jpg,dog,0.8510121,313.19324,216.07614,353.13605,310.56042
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_74.jpg,dog,0.72666305,133.23026,313.24033,250.20306,357.7879
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_76.jpg,dog,0.63858265,199.54726,301.26904,206.655,281.11145
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_78.jpg,dog,0.542803,233.67462,195.84503,378.95795,323.8764
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_79.jpg,dog,0.761454,127.492424,267.56628,247.72215,447.46323
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_81.jpg,dog,0.79930705,270.28665,169.57213,329.52405,316.7565
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_84.jpg,dog,0.84300977,174.97226,177.23415,326.0771,311.54874
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_85.jpg,dog,0.6280253,160.87308,290.86343,311.99298,308.21796
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_86.jpg,dog,0.77383345,136.40193,236.87347,271.14676,383.0476
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_88.jpg,dog,0.85530514,159.1839,244.16832,165.26732,391.48868
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_89.jpg,dog,0.9200624,427.12677,171.72556,100.0455,187.11365
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_92.jpg,dog,0.87034583,242.40201,158.1316,130.07526,269.68558
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_93.jpg,dog,0.8230006,218.45367,196.95941,285.78412,246.42847
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_96.jpg,dog,0.7616949,157.25365,231.15077,297.3898,446.08896
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_97.jpg,dog,0.8636499,175.84427,280.65308,343.26117,327.07257
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_98.jpg,dog,0.7404211,236.32195,184.40231,250.76187,277.18732
f:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_99.jpg,dog,0.7856315,228.85567,165.65111,258.13895,273.56888
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_1.jpg,cat,0.60336715,144.08005,105.9099,237.6366,160.84848
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_10.jpg,cat,0.523018,185.28236,248.19484,365.86172,496.38968
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_100.jpg,cat,0.52228093,249.08699,164.89555,475.21872,317.11972
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_101.jpg,cat,0.5713374,187.05792,248.7182,363.58618,420.36737
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_102.jpg,dog,0.29638946,187.86346,226.9219,358.92633,422.46863
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_103.jpg,cat,0.7071453,226.90402,179.88486,430.18433,278.89777
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_104.jpg,cat,0.55301136,221.98608,180.94852,421.21088,288.14813
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_105.jpg,cat,0.84111226,242.24301,284.55865,468.2165,417.6547
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_106.jpg,cat,0.70881695,178.83118,258.27533,345.29474,420.9899
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_107.jpg,cat,0.65551686,242.6336,192.99675,477.88184,371.35812
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_108.jpg,cat,0.54343885,254.29884,242.76501,349.44357,384.5282
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_108.jpg,cat,0.39544833,36.783386,298.31277,73.093445,148.58488
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_11.jpg,cat,0.54566574,188.07814,240.34686,360.34213,480.69373
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_111.jpg,dog,0.41682005,180.81671,274.908,231.57674,407.84927
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_112.jpg,dog,0.4496753,215.44691,201.29135,418.82266,374.65155
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_112.jpg,cat,0.3807027,215.2463,202.64758,417.79193,373.7132
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_114.jpg,cat,0.574626,272.5431,235.93195,420.66965,381.67615
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_115.jpg,cat,0.7139826,213.64049,224.84486,415.94547,244.12906
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_116.jpg,cat,0.75567335,218.96436,235.13263,181.03508,240.55617
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_117.jpg,cat,0.33293402,253.21063,180.45653,456.92053,293.2946
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_118.jpg,cat,0.64152086,256.5504,231.94936,428.41605,360.71878
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_12.jpg,cat,0.4620154,189.98427,244.75589,368.603,475.25262
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_120.jpg,cat,0.92074895,141.55629,214.52043,167.24718,290.02518
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_121.jpg,cat,0.5402304,162.91049,76.62602,324.16614,152.60736
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_121.jpg,cat,0.47300783,171.69962,331.10443,311.88,321.80704
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_122.jpg,cat,0.7570185,163.75162,248.53914,306.9685,441.21298
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_123.jpg,dog,0.36549485,247.84836,192.97096,464.524,345.19095
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_123.jpg,cat,0.35185993,247.99025,191.4337,471.49405,349.4962
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_125.jpg,dog,0.6219779,225.95354,181.5152,431.22208,296.16675
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_126.jpg,cat,0.60330534,202.3338,212.44254,375.6148,308.38544
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_128.jpg,cat,0.5693435,179.23376,179.72955,339.30804,301.26276
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_128.jpg,dog,0.4965377,180.96884,180.18526,337.8927,302.6135
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_129.jpg,cat,0.8232849,185.35004,169.2082,216.75383,314.65262
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_13.jpg,cat,0.5831824,249.16362,185.80269,482.77267,338.43747
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_131.jpg,cat,0.58307904,242.77744,198.85606,402.70807,327.02585
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_132.jpg,cat,0.8567542,171.0378,285.9303,323.9244,413.47778
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_133.jpg,cat,0.5977138,249.75433,156.98091,489.5511,293.86465
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_134.jpg,cat,0.5713718,249.05386,155.16048,488.7624,269.94278
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_135.jpg,cat,0.76022214,208.67043,174.91962,389.41678,344.56036
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_136.jpg,cat,0.7501601,217.04466,160.43562,422.6685,257.28525
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_137.jpg,cat,0.83448493,252.10501,180.90904,225.25574,344.0394
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_138.jpg,cat,0.6516296,245.36992,251.83017,248.21988,487.1239
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_139.jpg,cat,0.6363377,170.74072,293.94534,323.23615,388.58417
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_14.jpg,cat,0.59867287,185.87465,251.16524,363.75742,482.80783
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_140.jpg,cat,0.8419862,181.94046,290.20352,349.52496,386.39258
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_141.jpg,cat,0.81153184,310.39697,221.9639,349.58102,330.2218
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_143.jpg,cat,0.8341991,317.5319,203.96931,336.33398,188.59366
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_144.jpg,cat,0.930767,214.37657,151.05609,282.6113,189.15846
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_145.jpg,cat,0.6832869,207.71037,192.59389,316.00504,245.48276
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_147.jpg,cat,0.26887938,257.67072,200.91205,472.2822,262.04968
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_149.jpg,cat,0.6619573,248.32535,188.47188,496.6507,317.55154
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_15.jpg,cat,0.7739618,187.48402,244.78528,363.36136,350.37048
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_150.jpg,cat,0.51967555,164.88649,281.06567,310.3878,403.96155
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_152.jpg,cat,0.55148214,164.67459,285.3175,318.07764,416.4742
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_153.jpg,cat,0.5859326,170.40329,253.61975,242.67944,318.18567
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_155.jpg,dog,0.6647612,265.5233,254.24493,439.6693,194.72766
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_156.jpg,cat,0.6965597,158.8074,245.54457,301.96558,478.27524
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_159.jpg,cat,0.6303428,253.90091,292.56284,350.00238,352.62457
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_16.jpg,cat,0.67969376,186.30542,235.54308,353.69928,379.38333
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_160.jpg,cat,0.7556521,193.1023,291.09937,344.40155,222.16798
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_161.jpg,cat,0.54612535,247.65208,200.05336,470.28,372.6982
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_163.jpg,cat,0.3398787,243.61853,264.54413,487.23706,461.60968
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_164.jpg,cat,0.5912947,211.8664,237.0424,404.78217,432.96933
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_165.jpg,cat,0.51089203,252.87463,167.15991,484.39624,314.80945
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_166.jpg,cat,0.47107354,174.52007,257.67322,338.16696,443.29938
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_168.jpg,cat,0.25948995,247.23485,203.46332,486.21194,235.97105
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_168.jpg,dog,0.25881064,245.58783,202.60776,472.62494,238.22583
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_169.jpg,cat,0.8217955,180.01105,264.9671,353.2351,449.52078
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_17.jpg,cat,0.56640595,189.6189,242.13432,365.669,453.74332
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_170.jpg,cat,0.3797098,250.55128,176.34685,462.31277,296.37717
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_171.jpg,cat,0.2997686,246.4647,249.55411,481.37228,482.3073
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_172.jpg,cat,0.5464334,285.465,170.91907,399.87354,308.28906
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_173.jpg,cat,0.48045844,179.06743,279.56937,189.79092,180.36768
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_174.jpg,cat,0.6041084,193.58904,232.53833,383.84744,445.1187
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_175.jpg,cat,0.55143726,188.88872,283.3999,365.8953,404.2221
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_176.jpg,cat,0.8432827,209.80197,184.49837,278.6573,281.84042
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_179.jpg,cat,0.5356748,254.08992,250.84998,367.983,468.53595
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_18.jpg,cat,0.64057976,240.6344,157.6252,462.57617,282.18765
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_181.jpg,cat,0.5243491,252.54556,161.39261,164.51158,285.44543
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_182.jpg,cat,0.6200854,323.3448,172.79059,346.40628,244.48328
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_183.jpg,cat,0.69696945,251.16174,209.54933,354.31506,380.30026
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_184.jpg,cat,0.73414105,241.98157,192.73358,448.28668,356.6117
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_185.jpg,cat,0.5841886,196.37497,244.31378,236.17342,410.9408
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_186.jpg,cat,0.5766617,194.34944,283.43967,348.27084,419.24228
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_187.jpg,cat,0.7176602,301.73615,192.62868,373.74536,352.42386
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_187.jpg,cat,0.25216058,61.732174,245.32703,121.61355,252.6999
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_188.jpg,cat,0.78992677,198.20262,277.4166,345.40793,329.86987
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_189.jpg,cat,0.56106323,253.4597,202.18556,478.16714,365.20883
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_19.jpg,cat,0.7213476,185.69868,269.1059,354.038,430.07382
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_190.jpg,cat,0.43198952,199.71506,252.20839,246.25325,495.58322
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_190.jpg,dog,0.40332717,200.59253,250.0,246.31433,500.0
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_191.jpg,cat,0.82159,221.18231,156.47804,220.94562,244.58232
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_192.jpg,cat,0.4468633,258.05264,175.18088,478.5268,299.52942
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_193.jpg,cat,0.7455195,360.44397,256.9069,218.24445,339.2687
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_194.jpg,cat,0.4740467,246.65486,173.14178,484.27744,316.06458
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_196.jpg,cat,0.39137262,252.24088,173.73322,480.912,341.25134
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_197.jpg,cat,0.79321504,261.5863,169.77835,459.0638,306.4167
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_2.jpg,cat,0.76976025,180.01671,122.761406,325.79123,203.10127
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_20.jpg,cat,0.41174904,215.8791,185.455,367.30325,301.1785
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_200.jpg,cat,0.78482634,252.91743,170.72754,268.24875,293.79395
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_201.jpg,cat,0.7987359,285.89874,179.02646,411.40314,324.16022
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_202.jpg,cat,0.7672565,279.985,168.60747,432.44775,318.95322
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_206.jpg,cat,0.5793117,159.63312,88.64679,264.01282,164.71698
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_21.jpg,cat,0.44207543,242.41214,220.16286,436.90613,375.07767
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_213.jpg,cat,0.7908538,108.18954,153.00752,212.60555,263.19016
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_22.jpg,cat,0.5991238,213.82204,171.96992,397.43576,298.62576
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_221.jpg,cat,0.38813207,159.30411,122.729706,215.74635,193.43103
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_239.jpg,cat,0.77245,163.63213,137.90741,222.12436,261.89246
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_25.jpg,cat,0.4148028,254.19792,157.87779,482.00778,290.9913
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_255.jpg,cat,0.7231286,193.31934,154.99274,371.5431,285.64526
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_256.jpg,cat,0.36153528,76.32873,121.10648,134.19014,210.06734
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_258.jpg,cat,0.32211035,135.97012,99.468506,194.03963,189.06299
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_26.jpg,cat,0.7077917,263.57358,164.05696,463.28067,326.4268
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_260.jpg,cat,0.54979384,137.7226,129.81595,159.7114,125.05266
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_261.jpg,cat,0.76825976,199.62457,163.6427,371.6023,203.02763
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_262.jpg,cat,0.74028826,529.86096,333.15652,615.88385,446.36456
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_263.jpg,cat,0.7095421,133.81808,174.94792,243.18729,317.69986
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_266.jpg,cat,0.5771728,451.65805,443.37192,790.7321,586.09174
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_267.jpg,cat,0.8904357,190.90903,208.4927,316.31488,313.16864
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_268.jpg,cat,0.78338194,177.37114,112.86741,336.0555,210.59148
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_269.jpg,dog,0.53116506,712.0901,551.68604,919.1744,929.95764
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_27.jpg,cat,0.56318027,227.26343,264.10583,434.39648,438.8938
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_270.jpg,cat,0.25255933,140.59074,143.48668,259.473,246.12064
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_271.jpg,cat,0.74077886,265.56958,152.03052,453.84396,281.0149
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_272.jpg,cat,0.5515433,109.5294,93.07192,134.49744,130.87648
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_273.jpg,dog,0.4104529,263.73843,155.83513,424.8867,188.50146
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_28.jpg,cat,0.5257119,253.07838,171.00603,493.84323,321.3264
f:\suryesh project\vision_pipeline\images\processed\processed_Persian_29.jpg,cat,0.78895324,282.4857,152.44516,249.24866,161.80153
