image_path,true_class,class_name
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_150.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_151.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_152.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_153.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_154.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_155.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_156.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_157.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_158.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_159.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_16.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_160.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_161.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_162.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_163.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_164.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_165.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_166.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_167.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_168.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_169.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_17.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_170.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_171.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_172.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_173.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_174.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_175.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_176.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_177.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_178.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_179.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_18.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_180.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_181.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_182.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_183.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_184.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_185.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_186.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_187.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_188.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_189.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_19.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_190.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_191.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_192.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_193.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_194.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_195.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_196.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_197.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_198.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_199.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_2.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_20.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_200.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_21.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_22.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_23.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_24.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_25.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_26.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_27.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_28.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_29.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_3.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_30.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_31.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_32.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_33.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_34.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_35.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_36.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_37.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_38.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_39.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_4.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_40.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_41.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_42.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_43.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_44.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_45.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_46.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_47.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_48.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_49.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_5.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_50.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_51.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_52.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_53.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_54.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_55.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_56.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_57.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_58.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_59.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_6.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_60.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_61.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_62.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_63.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_64.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_65.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_66.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_67.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_68.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_69.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_7.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_70.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_71.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_72.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_73.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_74.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_75.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_76.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_77.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_78.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_79.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_8.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_80.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_81.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_82.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_83.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_84.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_85.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_86.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_87.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_88.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_89.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_9.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_90.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_91.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_92.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_93.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_94.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_95.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_96.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_97.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_98.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_miniature_pinscher_99.jpg,miniature pinscher,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_1.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_10.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_100.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_101.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_102.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_103.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_104.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_105.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_106.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_107.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_108.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_109.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_11.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_110.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_111.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_112.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_113.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_114.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_115.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_116.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_117.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_118.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_119.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_12.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_120.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_121.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_122.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_123.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_124.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_125.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_126.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_127.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_128.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_129.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_13.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_130.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_131.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_132.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_133.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_134.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_135.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_136.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_137.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_138.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_139.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_14.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_140.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_141.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_142.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_143.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_144.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_145.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_146.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_147.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_148.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_149.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_15.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_150.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_151.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_152.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_153.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_154.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_155.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_156.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_157.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_158.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_159.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_16.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_160.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_161.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_162.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_163.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_164.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_165.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_166.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_167.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_168.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_169.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_17.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_170.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_171.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_172.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_173.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_174.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_175.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_176.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_177.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_178.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_179.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_18.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_180.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_181.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_182.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_183.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_184.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_185.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_186.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_187.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_188.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_189.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_19.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_190.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_191.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_192.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_193.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_194.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_195.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_196.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_197.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_198.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_199.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_2.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_20.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_200.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_21.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_22.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_23.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_24.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_25.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_26.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_27.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_28.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_29.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_3.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_30.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_31.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_32.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_33.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_34.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_35.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_36.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_37.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_38.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_39.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_4.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_40.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_41.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_42.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_43.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_44.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_45.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_46.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_47.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_48.jpg,newfoundland,dog
F:\suryesh project\vision_pipeline\images\processed\processed_newfoundland_49.jpg,newfoundland,dog
